chrom	txStart	txEnd	strand	TF	Bin_1kb	Bin_5kb	Bin_10kb	Bin_25kb	Bin_50kb	Bin_100kb	Bin_250kb	Bin_500kb	Bin_1000kb
chr6	106632351	106773695	-	ATG5	chr6:106773000	chr6:106770000	chr6:106770000	chr6:106750000	chr6:106750000	chr6:106700000	chr6:106750000	chr6:106500000	chr6:106000000
chr3	11314009	11599139	+	ATG7	chr3:11314000	chr3:11310000	chr3:11310000	chr3:11300000	chr3:11300000	chr3:11300000	chr3:11250000	chr3:11000000	chr3:11000000
chr2	220084101	220094410	-	ATG9A	chr2:220094000	chr2:220090000	chr2:220090000	chr2:220075000	chr2:220050000	chr2:220000000	chr2:220000000	chr2:220000000	chr2:220000000
chr7	150709296	150721586	-	ATG9B	chr7:150721000	chr7:150720000	chr7:150720000	chr7:150700000	chr7:150700000	chr7:150700000	chr7:150500000	chr7:150500000	chr7:150000000
chr11	289137	295688	+	ATHL1	chr11:289000	chr11:285000	chr11:280000	chr11:275000	chr11:250000	chr11:200000	chr11:250000	chr11:0	chr11:0
chr2	216176678	216214496	+	ATIC	chr2:216176000	chr2:216175000	chr2:216170000	chr2:216175000	chr2:216150000	chr2:216100000	chr2:216000000	chr2:216000000	chr2:216000000
chr14	50999799	51099784	+	ATL1	chr14:50999000	chr14:50995000	chr14:50990000	chr14:50975000	chr14:50950000	chr14:50900000	chr14:50750000	chr14:50500000	chr14:50000000
chr2	38521098	38604432	-	ATL2	chr2:38604000	chr2:38600000	chr2:38600000	chr2:38600000	chr2:38600000	chr2:38600000	chr2:38500000	chr2:38500000	chr2:38000000
chr11	63391553	63439446	-	ATL3	chr11:63439000	chr11:63435000	chr11:63430000	chr11:63425000	chr11:63400000	chr11:63400000	chr11:63250000	chr11:63000000	chr11:63000000
chr11	108093558	108239826	+	ATM	chr11:108093000	chr11:108090000	chr11:108090000	chr11:108075000	chr11:108050000	chr11:108000000	chr11:108000000	chr11:108000000	chr11:108000000
chr16	81069457	81080951	+	ATMIN	chr16:81069000	chr16:81065000	chr16:81060000	chr16:81050000	chr16:81050000	chr16:81000000	chr16:81000000	chr16:81000000	chr16:81000000
chr12	7033625	7051484	+	ATN1	chr12:7033000	chr12:7030000	chr12:7030000	chr12:7025000	chr12:7000000	chr12:7000000	chr12:7000000	chr12:7000000	chr12:7000000
chr4	94750077	94751142	+	ATOH1	chr4:94750000	chr4:94750000	chr4:94750000	chr4:94750000	chr4:94750000	chr4:94700000	chr4:94750000	chr4:94500000	chr4:94000000
chr10	69990351	69991870	-	ATOH7	chr10:69991000	chr10:69990000	chr10:69990000	chr10:69975000	chr10:69950000	chr10:69900000	chr10:69750000	chr10:69500000	chr10:69000000
chr2	85980908	86018506	+	ATOH8	chr2:85980000	chr2:85980000	chr2:85980000	chr2:85975000	chr2:85950000	chr2:85900000	chr2:85750000	chr2:85500000	chr2:85000000
chr5	151122382	151138210	-	ATOX1	chr5:151138000	chr5:151135000	chr5:151130000	chr5:151125000	chr5:151100000	chr5:151100000	chr5:151000000	chr5:151000000	chr5:151000000
chr4	47487409	47595503	+	ATP10D	chr4:47487000	chr4:47485000	chr4:47480000	chr4:47475000	chr4:47450000	chr4:47400000	chr4:47250000	chr4:47000000	chr4:47000000
chr13	113344642	113541482	+	ATP11A	chr13:113344000	chr13:113340000	chr13:113340000	chr13:113325000	chr13:113300000	chr13:113300000	chr13:113250000	chr13:113000000	chr13:113000000
chr3	182511290	182639421	+	ATP11B	chr3:182511000	chr3:182510000	chr3:182510000	chr3:182500000	chr3:182500000	chr3:182500000	chr3:182500000	chr3:182500000	chr3:182000000
chrX	138808504	138914447	-	ATP11C	chrX:138914000	chrX:138910000	chrX:138910000	chrX:138900000	chrX:138900000	chrX:138900000	chrX:138750000	chrX:138500000	chrX:138000000
chr19	19756009	19774503	-	ATP13A1	chr19:19774000	chr19:19770000	chr19:19770000	chr19:19750000	chr19:19750000	chr19:19700000	chr19:19750000	chr19:19500000	chr19:19000000
chr1	17312452	17338467	-	ATP13A2	chr1:17338000	chr1:17335000	chr1:17330000	chr1:17325000	chr1:17300000	chr1:17300000	chr1:17250000	chr1:17000000	chr1:17000000
chr3	194123402	194188968	-	ATP13A3	chr3:194188000	chr3:194185000	chr3:194180000	chr3:194175000	chr3:194150000	chr3:194100000	chr3:194000000	chr3:194000000	chr3:194000000
chr1	116915794	116947396	+	ATP1A1	chr1:116915000	chr1:116915000	chr1:116910000	chr1:116900000	chr1:116900000	chr1:116900000	chr1:116750000	chr1:116500000	chr1:116000000
chr1	160085519	160113374	+	ATP1A2	chr1:160085000	chr1:160085000	chr1:160080000	chr1:160075000	chr1:160050000	chr1:160000000	chr1:160000000	chr1:160000000	chr1:160000000
chr19	42470733	42498428	-	ATP1A3	chr19:42498000	chr19:42495000	chr19:42490000	chr19:42475000	chr19:42450000	chr19:42400000	chr19:42250000	chr19:42000000	chr19:42000000
chr1	160121351	160156767	+	ATP1A4	chr1:160121000	chr1:160120000	chr1:160120000	chr1:160100000	chr1:160100000	chr1:160100000	chr1:160000000	chr1:160000000	chr1:160000000
chr1	169075946	169101960	+	ATP1B1	chr1:169075000	chr1:169075000	chr1:169070000	chr1:169075000	chr1:169050000	chr1:169000000	chr1:169000000	chr1:169000000	chr1:169000000
chr17	7549944	7561089	+	ATP1B2	chr17:7549000	chr17:7545000	chr17:7540000	chr17:7525000	chr17:7500000	chr17:7500000	chr17:7500000	chr17:7500000	chr17:7000000
chr3	141595469	141645382	+	ATP1B3	chr3:141595000	chr3:141595000	chr3:141590000	chr3:141575000	chr3:141550000	chr3:141500000	chr3:141500000	chr3:141500000	chr3:141000000
chr12	110719031	110788897	+	ATP2A2	chr12:110719000	chr12:110715000	chr12:110710000	chr12:110700000	chr12:110700000	chr12:110700000	chr12:110500000	chr12:110500000	chr12:110000000
chr17	3827162	3867758	-	ATP2A3	chr17:3867000	chr17:3865000	chr17:3860000	chr17:3850000	chr17:3850000	chr17:3800000	chr17:3750000	chr17:3500000	chr17:3000000
chr12	89981825	90049844	-	ATP2B1	chr12:90049000	chr12:90045000	chr12:90040000	chr12:90025000	chr12:90000000	chr12:90000000	chr12:90000000	chr12:90000000	chr12:90000000
chr3	10365706	10547268	-	ATP2B2	chr3:10547000	chr3:10545000	chr3:10540000	chr3:10525000	chr3:10500000	chr3:10500000	chr3:10500000	chr3:10500000	chr3:10000000
chrX	152801579	152848387	+	ATP2B3	chrX:152801000	chrX:152800000	chrX:152800000	chrX:152800000	chrX:152800000	chrX:152800000	chrX:152750000	chrX:152500000	chrX:152000000
chr1	203595914	203713209	+	ATP2B4	chr1:203595000	chr1:203595000	chr1:203590000	chr1:203575000	chr1:203550000	chr1:203500000	chr1:203500000	chr1:203500000	chr1:203000000
chr3	130569368	130735555	+	ATP2C1	chr3:130569000	chr3:130565000	chr3:130560000	chr3:130550000	chr3:130550000	chr3:130500000	chr3:130500000	chr3:130500000	chr3:130000000
chr18	43664109	43684199	-	ATP5A1	chr18:43684000	chr18:43680000	chr18:43680000	chr18:43675000	chr18:43650000	chr18:43600000	chr18:43500000	chr18:43500000	chr18:43000000
chr12	57031958	57039852	-	ATP5B	chr12:57039000	chr12:57035000	chr12:57030000	chr12:57025000	chr12:57000000	chr12:57000000	chr12:57000000	chr12:57000000	chr12:57000000
chr10	7830066	7849762	+	ATP5C1	chr10:7830000	chr10:7830000	chr10:7830000	chr10:7825000	chr10:7800000	chr10:7800000	chr10:7750000	chr10:7500000	chr10:7000000
chr19	1241748	1244824	+	ATP5D	chr19:1241000	chr19:1240000	chr19:1240000	chr19:1225000	chr19:1200000	chr19:1200000	chr19:1000000	chr19:1000000	chr19:1000000
chr20	57603732	57607422	-	ATP5E	chr20:57607000	chr20:57605000	chr20:57600000	chr20:57600000	chr20:57600000	chr20:57600000	chr20:57500000	chr20:57500000	chr20:57000000
chr1	111991742	112004525	+	ATP5F1	chr1:111991000	chr1:111990000	chr1:111990000	chr1:111975000	chr1:111950000	chr1:111900000	chr1:111750000	chr1:111500000	chr1:111000000
chr17	46970147	46973232	+	ATP5G1	chr17:46970000	chr17:46970000	chr17:46970000	chr17:46950000	chr17:46950000	chr17:46900000	chr17:46750000	chr17:46500000	chr17:46000000
chr12	54058943	54070512	-	ATP5G2	chr12:54070000	chr12:54070000	chr12:54070000	chr12:54050000	chr12:54050000	chr12:54000000	chr12:54000000	chr12:54000000	chr12:54000000
chr2	176040985	176046490	-	ATP5G3	chr2:176046000	chr2:176045000	chr2:176040000	chr2:176025000	chr2:176000000	chr2:176000000	chr2:176000000	chr2:176000000	chr2:176000000
chr17	73034954	73043074	-	ATP5H	chr17:73043000	chr17:73040000	chr17:73040000	chr17:73025000	chr17:73000000	chr17:73000000	chr17:73000000	chr17:73000000	chr17:73000000
chr4	666224	668127	-	ATP5I	chr4:668000	chr4:665000	chr4:660000	chr4:650000	chr4:650000	chr4:600000	chr4:500000	chr4:500000	chr4:0
chr21	27096790	27107965	-	ATP5J	chr21:27107000	chr21:27105000	chr21:27100000	chr21:27100000	chr21:27100000	chr21:27100000	chr21:27000000	chr21:27000000	chr21:27000000
chr7	99055783	99063824	-	ATP5J2	chr7:99063000	chr7:99060000	chr7:99060000	chr7:99050000	chr7:99050000	chr7:99000000	chr7:99000000	chr7:99000000	chr7:99000000
chr7	99014361	99063824	-	ATP5J2-PTCD1	chr7:99063000	chr7:99060000	chr7:99060000	chr7:99050000	chr7:99050000	chr7:99000000	chr7:99000000	chr7:99000000	chr7:99000000
chr11	118272103	118280562	+	ATP5L	chr11:118272000	chr11:118270000	chr11:118270000	chr11:118250000	chr11:118250000	chr11:118200000	chr11:118250000	chr11:118000000	chr11:118000000
chr21	35275756	35288158	-	ATP5O	chr21:35288000	chr21:35285000	chr21:35280000	chr21:35275000	chr21:35250000	chr21:35200000	chr21:35250000	chr21:35000000	chr21:35000000
chr19	41937222	41945843	-	ATP5SL	chr19:41945000	chr19:41945000	chr19:41940000	chr19:41925000	chr19:41900000	chr19:41900000	chr19:41750000	chr19:41500000	chr19:41000000
chrX	153656977	153664863	+	ATP6AP1	chrX:153656000	chrX:153655000	chrX:153650000	chrX:153650000	chrX:153650000	chrX:153600000	chrX:153500000	chrX:153500000	chrX:153000000
chrX	40440215	40465888	+	ATP6AP2	chrX:40440000	chrX:40440000	chrX:40440000	chrX:40425000	chrX:40400000	chrX:40400000	chrX:40250000	chrX:40000000	chrX:40000000
chr17	40610861	40674597	+	ATP6V0A1	chr17:40610000	chr17:40610000	chr17:40610000	chr17:40600000	chr17:40600000	chr17:40600000	chr17:40500000	chr17:40500000	chr17:40000000
chr12	124196864	124246301	+	ATP6V0A2	chr12:124196000	chr12:124195000	chr12:124190000	chr12:124175000	chr12:124150000	chr12:124100000	chr12:124000000	chr12:124000000	chr12:124000000
chr1	44440319	44443972	+	ATP6V0B	chr1:44440000	chr1:44440000	chr1:44440000	chr1:44425000	chr1:44400000	chr1:44400000	chr1:44250000	chr1:44000000	chr1:44000000
chr16	2563726	2570224	+	ATP6V0C	chr16:2563000	chr16:2560000	chr16:2560000	chr16:2550000	chr16:2550000	chr16:2500000	chr16:2500000	chr16:2500000	chr16:2000000
chr16	67471916	67515089	-	ATP6V0D1	chr16:67515000	chr16:67515000	chr16:67510000	chr16:67500000	chr16:67500000	chr16:67500000	chr16:67500000	chr16:67500000	chr16:67000000
chr5	172410762	172461900	+	ATP6V0E1	chr5:172410000	chr5:172410000	chr5:172410000	chr5:172400000	chr5:172400000	chr5:172400000	chr5:172250000	chr5:172000000	chr5:172000000
chr7	149570056	149577801	+	ATP6V0E2	chr7:149570000	chr7:149570000	chr7:149570000	chr7:149550000	chr7:149550000	chr7:149500000	chr7:149500000	chr7:149500000	chr7:149000000
chr3	113465865	113530905	+	ATP6V1A	chr3:113465000	chr3:113465000	chr3:113460000	chr3:113450000	chr3:113450000	chr3:113400000	chr3:113250000	chr3:113000000	chr3:113000000
chr8	20054703	20079207	+	ATP6V1B2	chr8:20054000	chr8:20050000	chr8:20050000	chr8:20050000	chr8:20050000	chr8:20000000	chr8:20000000	chr8:20000000	chr8:20000000
chr8	104033247	104085285	+	ATP6V1C1	chr8:104033000	chr8:104030000	chr8:104030000	chr8:104025000	chr8:104000000	chr8:104000000	chr8:104000000	chr8:104000000	chr8:104000000
chr2	10861774	10925236	+	ATP6V1C2	chr2:10861000	chr2:10860000	chr2:10860000	chr2:10850000	chr2:10850000	chr2:10800000	chr2:10750000	chr2:10500000	chr2:10000000
chr14	67804580	67826720	-	ATP6V1D	chr14:67826000	chr14:67825000	chr14:67820000	chr14:67825000	chr14:67800000	chr14:67800000	chr14:67750000	chr14:67500000	chr14:67000000
chr22	18074902	18111588	-	ATP6V1E1	chr22:18111000	chr22:18110000	chr22:18110000	chr22:18100000	chr22:18100000	chr22:18100000	chr22:18000000	chr22:18000000	chr22:18000000
chr2	46738973	46769696	-	ATP6V1E2	chr2:46769000	chr2:46765000	chr2:46760000	chr2:46750000	chr2:46750000	chr2:46700000	chr2:46750000	chr2:46500000	chr2:46000000
chr7	128502856	128505903	+	ATP6V1F	chr7:128502000	chr7:128500000	chr7:128500000	chr7:128500000	chr7:128500000	chr7:128500000	chr7:128500000	chr7:128500000	chr7:128000000
chr9	117349993	117361152	+	ATP6V1G1	chr9:117349000	chr9:117345000	chr9:117340000	chr9:117325000	chr9:117300000	chr9:117300000	chr9:117250000	chr9:117000000	chr9:117000000
chr6	31512227	31514625	-	ATP6V1G2	chr6:31514000	chr6:31510000	chr6:31510000	chr6:31500000	chr6:31500000	chr6:31500000	chr6:31500000	chr6:31500000	chr6:31000000
chr8	54628102	54755871	-	ATP6V1H	chr8:54755000	chr8:54755000	chr8:54750000	chr8:54750000	chr8:54750000	chr8:54700000	chr8:54750000	chr8:54500000	chr8:54000000
chrX	77166152	77305892	+	ATP7A	chrX:77166000	chrX:77165000	chrX:77160000	chrX:77150000	chrX:77150000	chrX:77100000	chrX:77000000	chrX:77000000	chrX:77000000
chr4	42410391	42659122	-	ATP8A1	chr4:42659000	chr4:42655000	chr4:42650000	chr4:42650000	chr4:42650000	chr4:42600000	chr4:42500000	chr4:42500000	chr4:42000000
chr18	55313658	55470327	-	ATP8B1	chr18:55470000	chr18:55470000	chr18:55470000	chr18:55450000	chr18:55450000	chr18:55400000	chr18:55250000	chr18:55000000	chr18:55000000
chr1	154298035	154323780	+	ATP8B2	chr1:154298000	chr1:154295000	chr1:154290000	chr1:154275000	chr1:154250000	chr1:154200000	chr1:154250000	chr1:154000000	chr1:154000000
chr19	1782073	1812275	-	ATP8B3	chr19:1812000	chr19:1810000	chr19:1810000	chr19:1800000	chr19:1800000	chr19:1800000	chr19:1750000	chr19:1500000	chr19:1000000
chr18	76829274	77138282	+	ATP9B	chr18:76829000	chr18:76825000	chr18:76820000	chr18:76825000	chr18:76800000	chr18:76800000	chr18:76750000	chr18:76500000	chr18:76000000
chr1	47100710	47134099	-	ATPAF1	chr1:47134000	chr1:47130000	chr1:47130000	chr1:47125000	chr1:47100000	chr1:47100000	chr1:47000000	chr1:47000000	chr1:47000000
chr17	17921333	17942480	-	ATPAF2	chr17:17942000	chr17:17940000	chr17:17940000	chr17:17925000	chr17:17900000	chr17:17900000	chr17:17750000	chr17:17500000	chr17:17000000
chr1	28562601	28564616	+	ATPIF1	chr1:28562000	chr1:28560000	chr1:28560000	chr1:28550000	chr1:28550000	chr1:28500000	chr1:28500000	chr1:28500000	chr1:28000000
chr3	142168076	142297668	-	ATR	chr3:142297000	chr3:142295000	chr3:142290000	chr3:142275000	chr3:142250000	chr3:142200000	chr3:142250000	chr3:142000000	chr3:142000000
chr2	27434898	27440046	+	ATRAID	chr2:27434000	chr2:27430000	chr2:27430000	chr2:27425000	chr2:27400000	chr2:27400000	chr2:27250000	chr2:27000000	chr2:27000000
chr3	48488113	48507054	+	ATRIP	chr3:48488000	chr3:48485000	chr3:48480000	chr3:48475000	chr3:48450000	chr3:48400000	chr3:48250000	chr3:48000000	chr3:48000000
chr20	3451664	3631769	+	ATRN	chr20:3451000	chr20:3450000	chr20:3450000	chr20:3450000	chr20:3450000	chr20:3400000	chr20:3250000	chr20:3000000	chr20:3000000
chrX	76760355	77041755	-	ATRX	chrX:77041000	chrX:77040000	chrX:77040000	chrX:77025000	chrX:77000000	chrX:77000000	chrX:77000000	chrX:77000000	chrX:77000000
chr6	16299342	16761721	-	ATXN1	chr6:16761000	chr6:16760000	chr6:16760000	chr6:16750000	chr6:16750000	chr6:16700000	chr6:16750000	chr6:16500000	chr6:16000000
chr22	46067677	46241187	+	ATXN10	chr22:46067000	chr22:46065000	chr22:46060000	chr22:46050000	chr22:46050000	chr22:46000000	chr22:46000000	chr22:46000000	chr22:46000000
chr16	71879893	71891236	+	ATXN1L	chr16:71879000	chr16:71875000	chr16:71870000	chr16:71875000	chr16:71850000	chr16:71800000	chr16:71750000	chr16:71500000	chr16:71000000
chr12	111890017	112037480	-	ATXN2	chr12:112037000	chr12:112035000	chr12:112030000	chr12:112025000	chr12:112000000	chr12:112000000	chr12:112000000	chr12:112000000	chr12:112000000
chr16	28834368	28848558	+	ATXN2L	chr16:28834000	chr16:28830000	chr16:28830000	chr16:28825000	chr16:28800000	chr16:28800000	chr16:28750000	chr16:28500000	chr16:28000000
chr14	92524895	92572965	-	ATXN3	chr14:92572000	chr14:92570000	chr14:92570000	chr14:92550000	chr14:92550000	chr14:92500000	chr14:92500000	chr14:92500000	chr14:92000000
chr3	63850232	63989136	+	ATXN7	chr3:63850000	chr3:63850000	chr3:63850000	chr3:63850000	chr3:63850000	chr3:63800000	chr3:63750000	chr3:63500000	chr3:63000000
chr7	105245220	105517031	-	ATXN7L1	chr7:105517000	chr7:105515000	chr7:105510000	chr7:105500000	chr7:105500000	chr7:105500000	chr7:105500000	chr7:105500000	chr7:105000000
chr1	110026560	110035420	+	ATXN7L2	chr1:110026000	chr1:110025000	chr1:110020000	chr1:110025000	chr1:110000000	chr1:110000000	chr1:110000000	chr1:110000000	chr1:110000000
chr17	42269172	42275529	-	ATXN7L3	chr17:42275000	chr17:42275000	chr17:42270000	chr17:42275000	chr17:42250000	chr17:42200000	chr17:42250000	chr17:42000000	chr17:42000000
chr9	93976096	94124251	-	AUH	chr9:94124000	chr9:94120000	chr9:94120000	chr9:94100000	chr9:94100000	chr9:94100000	chr9:94000000	chr9:94000000	chr9:94000000
chr1	26158403	26185949	-	AUNIP	chr1:26185000	chr1:26185000	chr1:26180000	chr1:26175000	chr1:26150000	chr1:26100000	chr1:26000000	chr1:26000000	chr1:26000000
chr2	74753774	74757024	-	AUP1	chr2:74757000	chr2:74755000	chr2:74750000	chr2:74750000	chr2:74750000	chr2:74700000	chr2:74750000	chr2:74500000	chr2:74000000
chr20	54944444	54967393	-	AURKA	chr20:54967000	chr20:54965000	chr20:54960000	chr20:54950000	chr20:54950000	chr20:54900000	chr20:54750000	chr20:54500000	chr20:54000000
chr1	1309109	1310818	-	AURKAIP1	chr1:1310000	chr1:1310000	chr1:1310000	chr1:1300000	chr1:1300000	chr1:1300000	chr1:1250000	chr1:1000000	chr1:1000000
chr17	8108048	8113944	-	AURKB	chr17:8113000	chr17:8110000	chr17:8110000	chr17:8100000	chr17:8100000	chr17:8100000	chr17:8000000	chr17:8000000	chr17:8000000
chr19	57742376	57746916	+	AURKC	chr19:57742000	chr19:57740000	chr19:57740000	chr19:57725000	chr19:57700000	chr19:57700000	chr19:57500000	chr19:57500000	chr19:57000000
chr7	69063904	70258054	+	AUTS2	chr7:69063000	chr7:69060000	chr7:69060000	chr7:69050000	chr7:69050000	chr7:69000000	chr7:69000000	chr7:69000000	chr7:69000000
chr15	34158427	34331303	-	AVEN	chr15:34331000	chr15:34330000	chr15:34330000	chr15:34325000	chr15:34300000	chr15:34300000	chr15:34250000	chr15:34000000	chr15:34000000
chr7	32535037	32628353	+	AVL9	chr7:32535000	chr7:32535000	chr7:32530000	chr7:32525000	chr7:32500000	chr7:32500000	chr7:32500000	chr7:32500000	chr7:32000000
chr10	99437180	99447015	-	AVPI1	chr10:99447000	chr10:99445000	chr10:99440000	chr10:99425000	chr10:99400000	chr10:99400000	chr10:99250000	chr10:99000000	chr10:99000000
chr1	179334854	179523870	+	AXDND1	chr1:179334000	chr1:179330000	chr1:179330000	chr1:179325000	chr1:179300000	chr1:179300000	chr1:179250000	chr1:179000000	chr1:179000000
chr16	337439	402676	-	AXIN1	chr16:402000	chr16:400000	chr16:400000	chr16:400000	chr16:400000	chr16:400000	chr16:250000	chr16:0	chr16:0
chr17	63524682	63557740	-	AXIN2	chr17:63557000	chr17:63555000	chr17:63550000	chr17:63550000	chr17:63550000	chr17:63500000	chr17:63500000	chr17:63500000	chr17:63000000
chr19	41725103	41767672	+	AXL	chr19:41725000	chr19:41725000	chr19:41720000	chr19:41725000	chr19:41700000	chr19:41700000	chr19:41500000	chr19:41500000	chr19:41000000
chr7	99564349	99573735	-	AZGP1	chr7:99573000	chr7:99570000	chr7:99570000	chr7:99550000	chr7:99550000	chr7:99500000	chr7:99500000	chr7:99500000	chr7:99000000
chr3	28363843	28390618	-	AZI2	chr3:28390000	chr3:28390000	chr3:28390000	chr3:28375000	chr3:28350000	chr3:28300000	chr3:28250000	chr3:28000000	chr3:28000000
chr8	103838529	103876428	-	AZIN1	chr8:103876000	chr8:103875000	chr8:103870000	chr8:103875000	chr8:103850000	chr8:103800000	chr8:103750000	chr8:103500000	chr8:103000000
chr15	45003684	45010357	+	B2M	chr15:45003000	chr15:45000000	chr15:45000000	chr15:45000000	chr15:45000000	chr15:45000000	chr15:45000000	chr15:45000000	chr15:45000000
chr3	160801670	160823160	-	B3GALNT1	chr3:160823000	chr3:160820000	chr3:160820000	chr3:160800000	chr3:160800000	chr3:160800000	chr3:160750000	chr3:160500000	chr3:160000000
chr1	235610504	235667781	-	B3GALNT2	chr1:235667000	chr1:235665000	chr1:235660000	chr1:235650000	chr1:235650000	chr1:235600000	chr1:235500000	chr1:235500000	chr1:235000000
chr6	33244916	33246602	+	B3GALT4	chr6:33244000	chr6:33240000	chr6:33240000	chr6:33225000	chr6:33200000	chr6:33200000	chr6:33000000	chr6:33000000	chr6:33000000
chr1	1167628	1170420	+	B3GALT6	chr1:1167000	chr1:1165000	chr1:1160000	chr1:1150000	chr1:1150000	chr1:1100000	chr1:1000000	chr1:1000000	chr1:1000000
chr11	62382767	62389647	-	B3GAT3	chr11:62389000	chr11:62385000	chr11:62380000	chr11:62375000	chr11:62350000	chr11:62300000	chr11:62250000	chr11:62000000	chr11:62000000
chr2	62423261	62451866	+	B3GNT2	chr2:62423000	chr2:62420000	chr2:62420000	chr2:62400000	chr2:62400000	chr2:62400000	chr2:62250000	chr2:62000000	chr2:62000000
